Project,Time,ID,ComS,OrgS,SupS,BCT,BFR,Pno,Tno,BCTM
ExoPlayer,201611,23,0.095,0.058,0.685,37213,1.19,3,23,620.2166667
ExoPlayer,201612,24,0.104,0.042,0.712,27200.727,0.825,3,24,453.34545
ExoPlayer,201701,25,0.107,0.042,0.702,33388.917,1.5,3,25,556.48195
ExoPlayer,201702,26,0.152,0.039,0.649,43513.222,0.947,3,26,725.2203667
ExoPlayer,201703,27,0.111,0.061,0.666,30262.846,0.788,3,27,504.3807667
ExoPlayer,201704,28,0.16,0.032,0.699,47921.471,0.85,3,28,798.6911833
ExoPlayer,201705,29,0.147,0.046,0.673,35680.778,1.038,3,29,594.6796333
ExoPlayer,201706,30,0.104,0.033,0.623,29440.471,0.773,3,30,490.6745167
ExoPlayer,201707,31,0.121,0.028,0.641,46471.389,0.9,3,31,774.52315
ExoPlayer,201708,32,0.106,0.021,0.659,48431.444,0.857,3,32,807.1907333
ExoPlayer,201709,33,0.087,0.042,0.636,47990.346,1.238,3,33,799.8391
ExoPlayer,201710,34,0.084,0.051,0.66,28365.286,0.667,3,34,472.7547667
ExoPlayer,201711,35,0.131,0.059,0.59,32793.731,1.04,3,35,546.5621833
ExoPlayer,201712,36,0.087,0.063,0.565,35628.263,0.463,3,36,593.8043833
finagle,201502,1,0,0,0.2,24337,1,4,1,405.6166667
finagle,201503,2,0,0,0.125,0,1,4,2,0
finagle,201504,3,0.188,0,0.594,0,0,4,3,0
finagle,201505,4,0,0,1,0,1,4,4,0
finagle,201506,5,0.407,0,0.556,0,1,4,5,0
finagle,201507,6,0.304,0,0.534,38887,1,4,6,648.1166667
finagle,201508,7,0.261,0,0.261,0,1,4,7,0
finagle,201509,8,0.283,0,0.453,83029,1,4,8,1383.816667
finagle,201510,9,0.248,0.008,0.405,0,1,4,9,0
finagle,201511,10,0.25,0,0.25,0,0,4,10,0
finagle,201512,11,0.21,0,0.371,83852,1,4,11,1397.533333
finagle,201601,12,0.143,0,0.286,0,0,4,12,0
finagle,201602,13,0.235,0,0.314,4566,1,4,13,76.1
finagle,201603,14,0.292,0,0.534,0,0,4,14,0
finagle,201604,15,0.286,0,0.4,0,1,4,15,0
finagle,201605,16,0.179,0.006,0.536,0,0,4,16,0
finagle,201606,17,0.218,0,0.391,35061.5,3,4,17,584.3583333
finagle,201607,18,0.321,0,0.487,77416,0.667,4,18,1290.266667
finagle,201608,19,0.228,0,0.368,0,0,4,19,0
finagle,201609,20,0.232,0.014,0.37,24747,0.667,4,20,412.45
finagle,201610,21,0.202,0.016,0.256,0,0,4,21,0
finagle,201611,22,0.153,0,0.306,0,0,4,22,0
finagle,201612,23,0.091,0,0.227,11840,1,4,23,197.3333333
finagle,201701,24,0.2,0.015,0.215,0,0,4,24,0
finagle,201702,25,0.109,0,0.164,32408.5,2,4,25,540.1416667
finagle,201703,26,0.102,0,0.245,55600,1,4,26,926.6666667
finagle,201704,27,0.159,0.035,0.336,56333,2,4,27,938.8833333
finagle,201705,28,0.254,0.016,0.533,32287.333,3,4,28,538.1222167
finagle,201706,29,0.181,0.048,0.295,0,1,4,29,0
finagle,201707,30,0.293,0,0.431,31288,1,4,30,521.4666667
finagle,201708,31,0.13,0.008,0.191,0,1,4,31,0
finagle,201709,32,0.245,0,0.373,41850.667,3,4,32,697.5111167
finagle,201710,33,0.135,0.027,0.203,0,1,4,33,0
finagle,201711,34,0.1,0.014,0.271,0,1,4,34,0
finagle,201712,35,0.149,0,0.191,0,1,4,35,0
finagle,201801,36,0.185,0,0.352,0,1,4,36,0
fresco,201503,1,0.184,0.087,0.709,41151.667,0.429,5,1,685.8611167
fresco,201504,2,0.123,0.072,0.671,34658.778,0.545,5,2,577.6463
fresco,201505,3,0.082,0.071,0.661,26110.545,0.478,5,3,435.17575
fresco,201506,4,0.073,0.03,0.707,23779,0.684,5,4,396.3166667
fresco,201507,5,0.081,0.022,0.691,28573.8,0.5,5,5,476.23
fresco,201508,6,0.104,0.043,0.705,43620.778,0.429,5,6,727.0129667
fresco,201509,7,0.178,0.011,0.806,30561.4,0.417,5,7,509.3566667
fresco,201510,8,0.137,0.048,0.635,39368.778,2.571,5,8,656.1463
fresco,201511,9,0.097,0.019,0.884,25118.667,1.071,5,9,418.64445
fresco,201512,10,0.125,0.018,0.857,41038.833,0.4,5,10,683.98055
fresco,201601,11,0.137,0.017,0.696,35544.75,0.308,5,11,592.4125
fresco,201602,12,0.123,0.009,0.868,30422.833,0.462,5,12,507.0472167
fresco,201603,13,0.137,0.004,0.597,19244,0.3,5,13,320.7333333
fresco,201604,14,0.133,0.015,0.752,37883.286,0.778,5,14,631.3881
fresco,201605,15,0.161,0.032,0.741,40103,0.889,5,15,668.3833333
fresco,201606,16,0.223,0.014,0.592,40538.364,0.917,5,16,675.6394
fresco,201607,17,0.312,0,0.606,18414.6,0.5,5,17,306.91
fresco,201608,18,0.189,0.012,0.607,61593.333,0.6,5,18,1026.55555
fresco,201609,19,0.202,0,0.568,41188.667,1.333,5,19,686.4777833
fresco,201610,20,0.136,0.03,0.559,39494.4,1.25,5,20,658.24
fresco,201611,21,0.14,0.01,0.549,40369,0.25,5,21,672.8166667
fresco,201612,22,0.134,0.034,0.487,41253.9,2,5,22,687.565
fresco,201701,23,0.113,0.031,0.655,41519,1,5,23,691.9833333
fresco,201702,24,0.171,0.047,0.541,36271,0.333,5,24,604.5166667
fresco,201703,25,0.206,0.026,0.608,34439,0.6,5,25,573.9833333
fresco,201704,26,0.185,0.012,0.568,28177,0.333,5,26,469.6166667
fresco,201705,27,0.154,0.018,0.64,24489.875,2.667,5,27,408.1645833
fresco,201706,28,0.174,0.008,0.579,49466.2,5,5,28,824.4366667
fresco,201707,29,0.129,0.026,0.709,34915.606,5.5,5,29,581.9267667
fresco,201708,30,0.216,0.01,0.658,46659.333,1,5,30,777.65555
fresco,201709,31,0.239,0.014,0.667,40203.286,0.7,5,31,670.0547667
fresco,201710,32,0.288,0.034,0.661,58362.667,0.429,5,32,972.7111167
fresco,201711,33,0.193,0,0.702,30462.167,2,5,33,507.7027833
fresco,201712,34,0.14,0.009,0.728,27315.25,0.444,5,34,455.2541667
fresco,201801,35,0.095,0.046,0.783,32844.844,5.625,5,35,547.4140667
fresco,201802,36,0.24,0.02,0.69,46731,0.8,5,36,778.85
guava,201501,1,0.092,0.015,0.527,3525,2,6,1,58.75
guava,201502,2,0.104,0.017,0.443,278,0.25,6,2,4.633333333
guava,201503,3,0.164,0.033,0.607,3190,0.333,6,3,53.16666667
guava,201504,4,0.04,0.033,0.791,23783.5,4,6,4,396.3916667
guava,201505,5,0.065,0.074,0.784,4812.5,4,6,5,80.20833333
guava,201506,6,0.046,0.046,0.59,26909,1.667,6,6,448.4833333
guava,201507,7,0.092,0.061,0.747,24086.25,1,6,7,401.4375
guava,201508,8,0.129,0.009,0.466,32574,0.25,6,8,542.9
guava,201509,9,0.107,0.032,0.791,29125.667,1.5,6,9,485.4277833
guava,201510,10,0.05,0.077,0.767,16805.6,5,6,10,280.0933333
guava,201511,11,0.124,0,0.779,29331,0.833,6,11,488.85
guava,201512,12,0.109,0.016,0.558,0,0,6,12,0
guava,201601,13,0.085,0.06,0.692,43269.4,0.5,6,13,721.1566667
guava,201602,14,0.06,0.034,0.668,23948.5,4,6,14,399.1416667
guava,201603,15,0.12,0.051,0.59,22420,1,6,15,373.6666667
guava,201604,16,0.182,0.027,0.618,48586,5,6,16,809.7666667
guava,201605,17,0.125,0.014,0.681,0,0,6,17,0
guava,201606,18,0.173,0.071,0.622,39643.333,0.6,6,18,660.7222167
guava,201607,19,0.133,0.072,0.59,81469,0.5,6,19,1357.816667
guava,201608,20,0.103,0.118,0.662,3601,1,6,20,60.01666667
guava,201609,21,0.135,0.04,0.627,62464,3,6,21,1041.066667
guava,201610,22,0.082,0.032,0.715,3215.25,1,6,22,53.5875
guava,201611,23,0.142,0.056,0.655,16770.667,0.75,6,23,279.5111167
guava,201612,24,0.201,0.069,0.583,56972,1,6,24,949.5333333
guava,201701,25,0.19,0.027,0.667,52867.875,1.6,6,25,881.13125
guava,201702,26,0.181,0.076,0.429,0,0,6,26,0
guava,201703,27,0.221,0.04,0.564,31200.333,1,6,27,520.00555
guava,201704,28,0.215,0.089,0.405,68534,0.2,6,28,1142.233333
guava,201705,29,0.154,0.022,0.449,37799,4,6,29,629.9833333
guava,201706,30,0.173,0.018,0.455,46229,0.5,6,30,770.4833333
guava,201707,31,0.12,0.12,0.628,40466.333,1,6,31,674.4388833
guava,201708,32,0.194,0.076,0.606,28663,0.5,6,32,477.7166667
guava,201709,33,0.078,0.266,0.575,46270.6,2.5,6,33,771.1766667
guava,201710,34,0.094,0.253,0.588,38062.571,0.875,6,34,634.3761833
guava,201711,35,0.111,0.074,0.616,10747,0.667,6,35,179.1166667
guava,201712,36,0.07,0.07,0.487,0,0,6,36,0
immutable-js,201501,1,0.119,0,0.515,0,0,7,1,0
immutable-js,201502,2,0.167,0.021,0.604,0,0,7,2,0
immutable-js,201503,3,0.157,0,0.593,24611.667,0.75,7,3,410.19445
immutable-js,201504,4,0.115,0,0.754,64857,1,7,4,1080.95
immutable-js,201505,5,0.208,0,0.675,0,0,7,5,0
immutable-js,201506,6,0.07,0.005,0.874,23817.667,1.5,7,6,396.9611167
immutable-js,201507,7,0.185,0,0.696,77406,0.125,7,7,1290.1
immutable-js,201508,8,0.348,0,0.652,50146.333,0.5,7,8,835.7722167
immutable-js,201509,9,0.111,0.009,0.667,48061,1.8,7,9,801.0166667
immutable-js,201510,10,0.194,0,0.708,83826,0.25,7,10,1397.1
immutable-js,201511,11,0.5,0,0.455,0,0,7,11,0
immutable-js,201512,12,0.14,0,0.702,18374,0.667,7,12,306.2333333
immutable-js,201601,13,0.056,0.019,0.657,76327.5,2,7,13,1272.125
immutable-js,201602,14,0.137,0.02,0.608,0,0,7,14,0
immutable-js,201603,15,0.273,0,0.727,0,0,7,15,0
immutable-js,201604,16,0.053,0,0.703,41893.222,2.25,7,16,698.2203667
immutable-js,201605,17,0.45,0,0.55,58028,0.333,7,17,967.1333333
immutable-js,201606,18,0.4,0,0.6,71314,1,7,18,1188.566667
immutable-js,201607,19,0.318,0,0.682,1491,0.167,7,19,24.85
immutable-js,201608,20,0.545,0,0.455,172,0.333,7,20,2.866666667
immutable-js,201609,21,0.235,0,0.765,0,0,7,21,0
immutable-js,201610,22,0.3,0,0.7,0,0,7,22,0
immutable-js,201611,23,0.5,0,0.5,0,0,7,23,0
immutable-js,201612,24,0.106,0.006,0.828,33403.833,6,7,24,556.73055
immutable-js,201701,25,0.15,0,0.85,9751,0.2,7,25,162.5166667
immutable-js,201702,26,0.102,0.015,0.746,11166.5,0.667,7,26,186.1083333
immutable-js,201703,27,0.028,0.003,0.873,38134.972,4.5,7,27,635.5828667
immutable-js,201704,28,0.4,0,0.6,0,0,7,28,0
immutable-js,201705,29,0.19,0,0.81,45307,0.333,7,29,755.1166667
immutable-js,201706,30,0.188,0,0.813,0,0,7,30,0
immutable-js,201707,31,0.421,0,0.579,0,0,7,31,0
immutable-js,201708,32,0.429,0,0.571,44442,0.25,7,32,740.7
immutable-js,201709,33,0.071,0.009,0.796,43343.667,4.5,7,33,722.39445
immutable-js,201710,34,0.062,0,0.81,29488.88,1.667,7,34,491.4813333
immutable-js,201711,35,0.281,0,0.531,75749,0.25,7,35,1262.483333
immutable-js,201712,36,0.222,0,0.778,0,0,7,36,0
jest,201501,1,0.27,0.016,0.603,0,1,8,1,0
jest,201502,2,0.308,0.026,0.564,14606.5,0.4,8,2,243.4416667
jest,201503,3,0.138,0.011,0.67,0,1,8,3,0
jest,201504,4,0.177,0,0.79,0,0,8,4,0
jest,201505,5,0.118,0.021,0.682,24086.75,0.667,8,5,401.4458333
jest,201506,6,0.122,0.011,0.612,26057,0.667,8,6,434.2833333
jest,201507,7,0.161,0.022,0.624,73412.5,0.5,8,7,1223.541667
jest,201508,8,0.133,0.027,0.66,40530.333,1.5,8,8,675.50555
jest,201509,9,0.093,0.011,0.617,28550.167,0.857,8,9,475.8361167
jest,201510,10,0.162,0.009,0.68,29502.133,2.5,8,10,491.7022167
jest,201511,11,0.256,0,0.659,33954.2,1.25,8,11,565.9033333
jest,201512,12,0.264,0,0.669,75426,0.667,8,12,1257.1
jest,201601,13,0.265,0.008,0.659,14231.667,0.6,8,13,237.19445
jest,201602,14,0.213,0.008,0.615,31937.333,2.4,8,14,532.2888833
jest,201603,15,0.256,0.009,0.667,22353.467,1.154,8,15,372.5577833
jest,201604,16,0.268,0.005,0.657,30499,1.25,8,16,508.3166667
jest,201605,17,0.319,0.004,0.589,27750.222,1.125,8,17,462.5037
jest,201606,18,0.147,0.007,0.725,43816.889,1.5,8,18,730.2814833
jest,201607,19,0.119,0.007,0.736,30216.6,1.25,8,19,503.61
jest,201608,20,0.143,0.005,0.751,20501.615,0.684,8,20,341.6935833
jest,201609,21,0.128,0.033,0.737,26333.846,0.867,8,21,438.8974333
jest,201610,22,0.168,0.001,0.793,36514.167,0.9,8,22,608.56945
jest,201611,23,0.183,0.009,0.749,41744.5,0.696,8,23,695.7416667
jest,201612,24,0.177,0.025,0.751,31313.208,0.857,8,24,521.8868
jest,201701,25,0.184,0.023,0.737,47197.15,1.053,8,25,786.6191667
jest,201702,26,0.171,0.012,0.771,29996.231,1.13,8,26,499.9371833
jest,201703,27,0.201,0.009,0.747,19312.071,0.824,8,27,321.86785
jest,201704,28,0.152,0.032,0.753,27843.375,0.96,8,28,464.05625
jest,201705,29,0.146,0.012,0.786,30579.952,0.724,8,29,509.6658667
jest,201706,30,0.157,0.02,0.778,31080.639,0.75,8,30,518.01065
jest,201707,31,0.124,0.023,0.786,38116.286,0.808,8,31,635.2714333
jest,201708,32,0.166,0.02,0.779,34610.065,1.033,8,32,576.8344167
jest,201709,33,0.18,0.009,0.771,25568.421,0.826,8,33,426.14035
jest,201710,34,0.168,0.027,0.75,39474.051,1.054,8,34,657.90085
jest,201711,35,0.197,0.045,0.712,43534.409,0.688,8,35,725.5734833
jest,201712,36,0.183,0.034,0.731,33190.462,0.867,8,36,553.1743667
marko,201501,1,0,0.025,0.225,50,1,9,1,0.833333333
marko,201502,2,0.015,0.015,0.276,7158.6,1,9,2,119.31
marko,201503,3,0.059,0.01,0.235,66,1,9,3,1.1
marko,201504,4,0.049,0.029,0.243,27189.667,1,9,4,453.1611167
marko,201505,5,0.012,0,0.321,242,1,9,5,4.033333333
marko,201506,6,0.103,0,0.46,97,1,9,6,1.616666667
marko,201507,7,0.082,0,0.353,2070,1,9,7,34.5
marko,201508,8,0.024,0,0.308,9207.333,1,9,8,153.45555
marko,201509,9,0.119,0.015,0.388,2022,0.5,9,9,33.7
marko,201510,10,0.098,0.033,0.443,35357.5,2,9,10,589.2916667
marko,201511,11,0.224,0.041,0.306,111,1,9,11,1.85
marko,201512,12,0.065,0.014,0.602,0,1,9,12,0
marko,201601,13,0.079,0.079,0.381,35,0.5,9,13,0.583333333
marko,201602,14,0.028,0.045,0.341,38950.5,0.5,9,14,649.175
marko,201603,15,0.091,0.011,0.375,14442.5,0.5,9,15,240.7083333
marko,201604,16,0.057,0.057,0.466,5605.333,1,9,16,93.42221667
marko,201605,17,0.054,0.009,0.523,25951.5,0.667,9,17,432.525
marko,201606,18,0.051,0.041,0.413,1926.75,0.667,9,18,32.1125
marko,201607,19,0.087,0.042,0.64,15710.3,0.909,9,19,261.8383333
marko,201608,20,0.016,0.063,0.438,24969.625,2,9,20,416.1604167
marko,201609,21,0.107,0.048,0.429,143,0.5,9,21,2.383333333
marko,201610,22,0.058,0.024,0.32,18642,1.25,9,22,310.7
marko,201611,23,0.094,0.052,0.622,29417.889,1.286,9,23,490.29815
marko,201612,24,0.079,0.07,0.491,50790.111,0.6,9,24,846.50185
marko,201701,25,0.119,0.071,0.509,17405.05,1,9,25,290.0841667
marko,201702,26,0.105,0.072,0.471,18399.714,0.7,9,26,306.6619
marko,201703,27,0.098,0.036,0.384,22773.727,0.733,9,27,379.5621167
marko,201704,28,0.112,0.051,0.433,29017.778,0.429,9,28,483.6296333
marko,201705,29,0.207,0.034,0.488,33142,1.111,9,29,552.3666667
marko,201706,30,0.11,0.123,0.553,14495.222,0.818,9,30,241.5870333
marko,201707,31,0.13,0.078,0.487,30471.667,0.6,9,31,507.8611167
marko,201708,32,0.146,0.113,0.585,40539.5,0.375,9,32,675.6583333
marko,201709,33,0.047,0.041,0.815,46081.304,2.556,9,33,768.0217333
marko,201710,34,0.064,0.072,0.698,24524.053,0.704,9,34,408.7342167
marko,201711,35,0.131,0.065,0.66,51259,0.5,9,35,854.3166667
marko,201712,36,0.15,0.098,0.688,47340.818,1.1,9,36,789.0136333
Moya,201501,1,0.024,0,0.561,74566.5,2,10,1,1242.775
Moya,201502,2,0.333,0,0.333,0,1,10,2,0
Moya,201503,3,0.063,0,0.813,0,1,10,3,0
Moya,201504,4,0.122,0,0.512,0,1,10,4,0
Moya,201505,5,0.051,0,0.657,27183,4,10,5,453.05
Moya,201506,6,0.091,0,0.673,25636.5,0.667,10,6,427.275
Moya,201507,7,0.279,0.023,0.581,0,0,10,7,0
Moya,201508,8,0.187,0.057,0.592,4583,0.5,10,8,76.38333333
Moya,201509,9,0.096,0.013,0.596,42793.714,2.333,10,9,713.2285667
Moya,201510,10,0.133,0.024,0.552,29798.4,1.667,10,10,496.64
Moya,201511,11,0.098,0.033,0.614,0,1,10,11,0
Moya,201512,12,0.155,0.032,0.614,54508.5,0.4,10,12,908.475
Moya,201601,13,0.2,0.023,0.586,20802.2,1,10,13,346.7033333
Moya,201602,14,0.181,0.019,0.6,0,1,10,14,0
Moya,201603,15,0.176,0.047,0.691,69450,0.6,10,15,1157.5
Moya,201604,16,0.213,0.023,0.638,0,0,10,16,0
Moya,201605,17,0.157,0.03,0.639,16907.667,0.75,10,17,281.79445
Moya,201606,18,0.147,0.037,0.588,62475.333,1,10,18,1041.25555
Moya,201607,19,0.124,0.02,0.731,34908.333,1.125,10,19,581.80555
Moya,201608,20,0.186,0.045,0.609,0,0,10,20,0
Moya,201609,21,0.122,0.014,0.627,36619.692,1,10,21,610.3282
Moya,201610,22,0.119,0.029,0.651,51244.8,0.625,10,22,854.08
Moya,201611,23,0.103,0.027,0.667,47904.286,1.167,10,23,798.4047667
Moya,201612,24,0.137,0.016,0.681,30448.111,0.818,10,24,507.4685167
Moya,201701,25,0.161,0.02,0.611,55761.25,1,10,25,929.3541667
Moya,201702,26,0.199,0.017,0.681,52262.571,1.4,10,26,871.04285
Moya,201703,27,0.209,0.024,0.664,43055.2,0.833,10,27,717.5866667
Moya,201704,28,0.212,0.061,0.653,44550.4,0.833,10,28,742.5066667
Moya,201705,29,0.157,0.029,0.663,30596,1,10,29,509.9333333
Moya,201706,30,0.193,0.019,0.705,53574,0.25,10,30,892.9
Moya,201707,31,0.191,0.047,0.607,33785.667,2,10,31,563.09445
Moya,201708,32,0.218,0.031,0.579,18306.75,0.727,10,32,305.1125
Moya,201709,33,0.203,0.029,0.684,36279.706,1,10,33,604.6617667
Moya,201710,34,0.19,0.027,0.661,51405.846,1.083,10,34,856.7641
Moya,201711,35,0.226,0.031,0.661,39926.4,1,10,35,665.44
Moya,201712,36,0.195,0.027,0.691,33153,0.667,10,36,552.55
nightmare,201501,1,0.078,0.039,0.706,47237,3.75,11,1,787.2833333
nightmare,201502,2,0.333,0,0.333,0,0,11,2,0
nightmare,201503,3,0.13,0.043,0.609,0,0,11,3,0
nightmare,201504,4,0.182,0,0.636,0,1,11,4,0
nightmare,201505,5,0.333,0,0.667,0,1,11,5,0
nightmare,201506,6,0.167,0,0.733,0,1,11,6,0
nightmare,201507,7,0.4,0.1,0.5,0,1,11,7,0
nightmare,201508,8,0.125,0.014,0.847,28806,1,11,8,480.1
nightmare,201509,9,0.134,0.01,0.55,28470.714,1,11,9,474.5119
nightmare,201510,10,0.096,0,0.795,46025.429,0.7,11,10,767.0904833
nightmare,201511,11,0.184,0.02,0.714,77836,0.333,11,11,1297.266667
nightmare,201512,12,0.141,0.012,0.651,22097.167,0.857,11,12,368.2861167
