Project,Time,ID,ComS,OrgS,SupS,BCT,BFR,Pno,Tno,BCTM
Moya,201704,28,0.212,0.061,0.653,44550.4,0.833,3,28,742.5066667
Moya,201705,29,0.157,0.029,0.663,30596,1,3,29,509.9333333
Moya,201706,30,0.193,0.019,0.705,53574,0.25,3,30,892.9
Moya,201707,31,0.191,0.047,0.607,33785.667,2,3,31,563.09445
Moya,201708,32,0.218,0.031,0.579,18306.75,0.727,3,32,305.1125
Moya,201709,33,0.203,0.029,0.684,36279.706,1,3,33,604.6617667
Moya,201710,34,0.19,0.027,0.661,51405.846,1.083,3,34,856.7641
Moya,201711,35,0.226,0.031,0.661,39926.4,1,3,35,665.44
Moya,201712,36,0.195,0.027,0.691,33153,0.667,3,36,552.55
rclone,201501,1,0.143,0.143,0.286,0,0,12,1,0
rclone,201502,2,0.051,0.017,0.576,26981.143,1,12,2,449.6857167
rclone,201503,3,0.061,0,0.545,16732.5,1,12,3,278.875
rclone,201504,4,0.125,0,0.875,0,1,12,4,0
rclone,201505,5,0.031,0,0.719,33325.667,0.6,12,5,555.4277833
rclone,201506,6,0.02,0.041,0.633,74295.5,0.5,12,6,1238.258333
rclone,201507,7,0.4,0,0.5,0,1,12,7,0
rclone,201508,8,0.04,0.013,0.7,39547.2,1,12,8,659.12
rclone,201509,9,0.113,0.042,0.601,45880.667,1,12,9,764.6777833
rclone,201510,10,0.082,0.031,0.704,52210.5,0.333,12,10,870.175
rclone,201511,11,0.095,0.005,0.662,44254.75,0.75,12,11,737.5791667
rclone,201512,12,0.116,0.023,0.535,5636.5,0.667,12,12,93.94166667
rclone,201601,13,0.046,0.016,0.777,32340.8,1,12,13,539.0133333
rclone,201602,14,0.062,0.008,0.737,50492.7,0.909,12,14,841.545
rclone,201603,15,0.077,0.007,0.739,37915.4,0.385,12,15,631.9233333
rclone,201604,16,0.083,0.014,0.759,35655.429,0.412,12,16,594.25715
rclone,201605,17,0.094,0.017,0.692,50394.3,0.909,12,17,839.905
rclone,201606,18,0.03,0,0.774,41379.8,1.154,12,18,689.6633333
rclone,201607,19,0.061,0.004,0.796,43935.529,1.133,12,19,732.2588167
rclone,201608,20,0.098,0.003,0.725,35428.684,1.118,12,20,590.4780667
rclone,201609,21,0.074,0,0.825,48088.333,0.5,12,21,801.4722167
rclone,201610,22,0.159,0.006,0.643,46242.182,0.733,12,22,770.7030333
rclone,201611,23,0.146,0.003,0.684,35269,0.474,12,23,587.8166667
rclone,201612,24,0.143,0.004,0.696,36647,0.333,12,24,610.7833333
rclone,201701,25,0.139,0.005,0.743,31047.286,0.955,12,25,517.4547667
rclone,201702,26,0.133,0.002,0.676,50935.24,0.962,12,26,848.9206667
rclone,201703,27,0.139,0.002,0.764,37952.6,0.536,12,27,632.5433333
rclone,201704,28,0.209,0.004,0.749,45518.222,1,12,28,758.6370333
rclone,201705,29,0.237,0.002,0.536,35550.111,0.5,12,29,592.50185
rclone,201706,30,0.112,0.013,0.63,43760.091,1.571,12,30,729.33485
rclone,201707,31,0.085,0.015,0.774,40340.714,0.737,12,31,672.3452333
rclone,201708,32,0.125,0.023,0.643,30876.667,0.938,12,32,514.6111167
rclone,201709,33,0.118,0.018,0.731,48615.235,0.895,12,33,810.2539167
rclone,201710,34,0.207,0.004,0.659,49110.833,0.273,12,34,818.5138833
rclone,201711,35,0.161,0.034,0.598,48905.353,0.773,12,35,815.0892167
rclone,201712,36,0.127,0.04,0.745,36609.381,0.955,12,36,610.15635
recharts,201508,1,0,0.071,0.143,0,1,14,1,0
recharts,201510,2,0,0,0.333,0,1,14,2,0
recharts,201511,3,0,0,0.1,0,1,14,3,0
recharts,201512,4,0,0.133,0.067,0,1,14,4,0
recharts,201601,5,0.014,0.055,0.352,0,1,14,5,0
recharts,201602,6,0.038,0.034,0.408,53250,1,14,6,887.5
recharts,201603,7,0.031,0.042,0.406,0,1,14,7,0
recharts,201604,8,0.051,0.041,0.52,13287,1,14,8,221.45
recharts,201605,9,0.083,0.048,0.536,0,1,14,9,0
recharts,201606,10,0.12,0.068,0.444,29659,1,14,10,494.3166667
recharts,201607,11,0.184,0.013,0.539,85124,1,14,11,1418.733333
recharts,201608,12,0.197,0,0.591,34299.286,1,14,12,571.6547667
recharts,201609,13,0.151,0,0.676,45509.25,0.5,14,13,758.4875
recharts,201610,14,0.113,0.042,0.634,51985.333,0.6,14,14,866.4222167
recharts,201611,15,0.129,0.014,0.618,33795.7,1,14,15,563.2616667
recharts,201612,16,0.188,0,0.623,48598,2,14,16,809.9666667
recharts,201701,17,0.169,0,0.6,50830,0.8,14,17,847.1666667
recharts,201702,18,0.11,0.007,0.662,44109,1,14,18,735.15
recharts,201703,19,0.076,0.011,0.815,35523.5,1,14,19,592.0583333
recharts,201704,20,0.111,0,0.497,55544,1,14,20,925.7333333
recharts,201705,21,0.203,0,0.703,0,0,14,21,0
recharts,201706,22,0.148,0,0.667,39616.2,1,14,22,660.27
recharts,201707,23,0.143,0,0.701,49823.333,1,14,23,830.3888833
recharts,201708,24,0.19,0,0.643,68536.5,1,14,24,1142.275
recharts,201709,25,0.218,0,0.69,43976,2,14,25,732.9333333
recharts,201710,26,0.196,0,0.663,45552.5,0.4,14,26,759.2083333
recharts,201711,27,0.138,0,0.673,50993.25,0.889,14,27,849.8875
recharts,201712,28,0.111,0,0.667,76820.667,1,14,28,1280.34445
recharts,201801,29,0.133,0,0.639,18621,1,14,29,310.35
recharts,201802,30,0.5,0,0.5,0,1,14,30,0
recharts,201803,31,0.167,0,0.708,0,1,14,31,0
recharts,201804,32,0.5,0,0.5,0,0,14,32,0
recharts,201805,33,0.5,0,0.5,0,0,14,33,0
recharts,201806,34,0.5,0,0.5,2752,0.375,14,34,45.86666667
recharts,201807,35,0.08,0,0.661,43691.833,2,14,35,728.1972167
recharts,201808,36,0.316,0,0.632,10283,0.333,14,36,171.3833333
sqlitebrowser,201501,1,0.202,0.011,0.638,8293.5,0.5,15,1,138.225
sqlitebrowser,201502,2,0.165,0,0.707,34507.636,1.1,15,2,575.1272667
sqlitebrowser,201503,3,0.212,0,0.714,58450.25,0.5,15,3,974.1708333
sqlitebrowser,201504,4,0.256,0.009,0.612,56351.4,1.111,15,4,939.19
sqlitebrowser,201505,5,0.25,0.011,0.621,41266.143,0.7,15,5,687.76905
sqlitebrowser,201506,6,0.204,0.017,0.646,42260.857,0.538,15,6,704.3476167
sqlitebrowser,201507,7,0.187,0.037,0.619,32131.75,0.667,15,7,535.5291667
sqlitebrowser,201508,8,0.169,0,0.697,48673,1,15,8,811.2166667
sqlitebrowser,201509,9,0.154,0.026,0.692,0,0,15,9,0
sqlitebrowser,201510,10,0.222,0,0.685,84278,0.25,15,10,1404.633333
sqlitebrowser,201511,11,0.231,0,0.731,0,0,15,11,0
sqlitebrowser,201512,12,0.161,0.006,0.594,45425,1.75,15,12,757.0833333
sqlitebrowser,201601,13,0.176,0.029,0.707,47052.333,0.643,15,13,784.20555
sqlitebrowser,201602,14,0.271,0.014,0.686,11274.75,0.5,15,14,187.9125
sqlitebrowser,201603,15,0.146,0.021,0.729,0,0,15,15,0
sqlitebrowser,201604,16,0.166,0.033,0.748,27525,0.2,15,16,458.75
sqlitebrowser,201605,17,0.104,0.06,0.701,22974.333,1,15,17,382.90555
sqlitebrowser,201606,18,0.284,0.083,0.596,5191,0.222,15,18,86.51666667
sqlitebrowser,201607,19,0.227,0.062,0.64,30360.519,1.125,15,19,506.00865
sqlitebrowser,201608,20,0.166,0.049,0.659,40158.6,0.833,15,20,669.31
sqlitebrowser,201609,21,0.233,0.061,0.603,42419.889,1.125,15,21,706.99815
sqlitebrowser,201610,22,0.202,0.052,0.669,29983.273,0.688,15,22,499.7212167
sqlitebrowser,201611,23,0.209,0.018,0.706,76893,0.111,15,23,1281.55
sqlitebrowser,201612,24,0.104,0.048,0.783,53980,0.625,15,24,899.6666667
sqlitebrowser,201701,25,0.239,0.019,0.579,33391.4,1.667,15,25,556.5233333
sqlitebrowser,201702,26,0.279,0.016,0.59,38345,1,15,26,639.0833333
sqlitebrowser,201703,27,0.248,0,0.574,65701,0.5,15,27,1095.016667
sqlitebrowser,201704,28,0.234,0.039,0.597,41323,0.667,15,28,688.7166667
sqlitebrowser,201705,29,0.281,0.037,0.583,43787.5,1.714,15,29,729.7916667
sqlitebrowser,201706,30,0.287,0.042,0.57,50039,0.25,15,30,833.9833333
sqlitebrowser,201707,31,0.216,0.041,0.62,56481,0.333,15,31,941.35
sqlitebrowser,201708,32,0.184,0.034,0.656,50266.833,0.545,15,32,837.78055
sqlitebrowser,201709,33,0.22,0.014,0.606,37650.176,1,15,33,627.5029333
sqlitebrowser,201710,34,0.165,0.016,0.643,58583,1.222,15,34,976.3833333
sqlitebrowser,201711,35,0.176,0.029,0.629,45127.182,1.222,15,35,752.1197
sqlitebrowser,201712,36,0.23,0.049,0.611,46063.4,1.25,15,36,767.7233333
stf,201506,1,0,0,0.019,0,1,16,1,0
stf,201507,2,0.045,0.045,0.345,35078,0.4,16,2,584.6333333
stf,201508,3,0.19,0,0.405,0,0,16,3,0
stf,201509,4,0.11,0.037,0.341,0,0,16,4,0
stf,201510,5,0.08,0.011,0.578,23720.5,1,16,5,395.3416667
stf,201511,6,0.139,0.037,0.62,156,0.167,16,6,2.6
stf,201512,7,0.257,0.054,0.527,14394,0.25,16,7,239.9
stf,201601,8,0.155,0.034,0.44,33576.75,2,16,8,559.6125
stf,201602,9,0.061,0.023,0.795,53887,1,16,9,898.1166667
stf,201603,10,0.103,0.069,0.448,1689,0.5,16,10,28.15
stf,201604,11,0.296,0,0.549,30706,1.25,16,11,511.7666667
stf,201605,12,0.25,0,0.731,38812.571,1.167,16,12,646.8761833
stf,201606,13,0.416,0,0.506,74071,1,16,13,1234.516667
stf,201607,14,0.121,0.009,0.402,0,0,16,14,0
stf,201608,15,0.261,0,0.565,16109,0.5,16,15,268.4833333
stf,201609,16,0.267,0,0.578,37769,1,16,16,629.4833333
stf,201610,17,0.314,0,0.49,2838,0.75,16,17,47.3
stf,201611,18,0.231,0.017,0.587,19318,0.8,16,18,321.9666667
stf,201612,19,0.323,0.032,0.452,29699,0.6,16,19,494.9833333
stf,201701,20,0.277,0.021,0.532,39509.5,2,16,20,658.4916667
stf,201702,21,0.234,0,0.511,10748.333,0.6,16,21,179.1388833
stf,201703,22,0.293,0,0.61,10705,0.5,16,22,178.4166667
stf,201704,23,0.25,0,0.5,53019,0.333,16,23,883.65
stf,201705,24,0.087,0,0.609,43994.5,0.667,16,24,733.2416667
stf,201706,25,0.107,0.027,0.747,45259,1.25,16,25,754.3166667
stf,201707,26,0.212,0,0.769,24525.667,3,16,26,408.7611167
stf,201708,27,0.273,0,0.584,40593.25,0.8,16,27,676.5541667
stf,201709,28,0.141,0,0.776,34585.75,2,16,28,576.4291667
stf,201710,29,0.264,0,0.623,0,1,16,29,0
stf,201711,30,0.314,0,0.6,8949,1,16,30,149.15
stf,201712,31,0.288,0,0.615,7187,1,16,31,119.7833333
stf,201801,32,0.381,0,0.619,0,0,16,32,0
stf,201802,33,0.349,0,0.605,0,0,16,33,0
stf,201803,34,0.19,0.024,0.595,6121,1,16,34,102.0166667
stf,201804,35,0.386,0,0.591,20778,1,16,35,346.3
stf,201805,36,0.346,0,0.615,2573,0.25,16,36,42.88333333
tesseract,201501,1,0,0,1,0,1,18,1,0
tesseract,201502,2,0,0,1,0,1,18,2,0
tesseract,201504,3,0.043,0.174,0.783,577,1,18,3,9.616666667
tesseract,201505,4,0.043,0.033,0.402,2908,0.5,18,4,48.46666667
tesseract,201506,5,0.03,0,0.455,26856,0.5,18,5,447.6
tesseract,201507,6,0.037,0.028,0.569,15601.6,0.556,18,6,260.0266667
tesseract,201508,7,0.188,0.031,0.552,31794,1,18,7,529.9
tesseract,201509,8,0.139,0,0.667,0,0,18,8,0
tesseract,201510,9,0.022,0,0.761,82852,0.333,18,9,1380.866667
tesseract,201511,10,0.112,0,0.72,16303.6,1,18,10,271.7266667
tesseract,201512,11,0.167,0,0.681,41822.667,0.75,18,11,697.04445
tesseract,201601,12,0.108,0.012,0.53,32933.25,0.571,18,12,548.8875
tesseract,201602,13,0.154,0,0.715,38985.429,0.7,18,13,649.75715
tesseract,201603,14,0.139,0,0.675,28018.182,1.222,18,14,466.9697
tesseract,201604,15,0.286,0,0.429,56391,1,18,15,939.85
tesseract,201605,16,0.118,0,0.778,49810.8,1,18,16,830.18
tesseract,201606,17,0.146,0.041,0.691,29552.75,2,18,17,492.5458333
tesseract,201607,18,0.26,0.02,0.52,0,0,18,18,0
tesseract,201608,19,0.144,0,0.737,18423.571,1.4,18,19,307.0595167
tesseract,201609,20,0.2,0.044,0.633,14528.667,0.75,18,20,242.14445
tesseract,201610,21,0.085,0.012,0.707,138.5,0.667,18,21,2.308333333
tesseract,201611,22,0.128,0.027,0.616,46014.625,1.6,18,22,766.9104167
tesseract,201612,23,0.137,0.024,0.574,38517.75,0.923,18,23,641.9625
tesseract,201701,24,0.261,0.012,0.549,31302,0.909,18,24,521.7
tesseract,201702,25,0.294,0,0.606,24199.6,0.625,18,25,403.3266667
tesseract,201703,26,0.278,0.024,0.551,19153.8,0.556,18,26,319.23
tesseract,201704,27,0.18,0,0.677,59137,1,18,27,985.6166667
tesseract,201705,28,0.166,0,0.683,31972.167,0.6,18,28,532.86945
tesseract,201706,29,0.282,0,0.633,46965.25,1.333,18,29,782.7541667
tesseract,201707,30,0.331,0,0.554,6995.333,0.3,18,30,116.5888833
tesseract,201708,31,0.299,0.004,0.574,16721.667,1.2,18,31,278.69445
tesseract,201709,32,0.296,0,0.608,43794.167,0.667,18,32,729.9027833
tesseract,201710,33,0.415,0,0.574,12566,0.667,18,33,209.4333333
tesseract,201711,34,0.348,0,0.636,0,0,18,34,0
tesseract,201712,35,0.347,0,0.653,24524.5,0.667,18,35,408.7416667
tesseract,201801,36,0.304,0,0.641,8577,0.333,18,36,142.95
ZeroNet,201501,1,0.014,0,0.811,19511.143,0.7,20,1,325.1857167
ZeroNet,201502,2,0.048,0,0.857,53865.667,1.5,20,2,897.7611167
ZeroNet,201503,3,0.024,0.06,0.75,38036.333,3,20,3,633.9388833
ZeroNet,201504,4,0.014,0.069,0.486,0,0,20,4,0
ZeroNet,201505,5,0.019,0,0.685,67754,0.5,20,5,1129.233333
ZeroNet,201506,6,0.018,0.036,0.691,72260,2,20,6,1204.333333
ZeroNet,201507,7,0.059,0.059,0.353,10959,1,20,7,182.65
ZeroNet,201508,8,0.143,0,0.286,0,0,20,8,0
ZeroNet,201509,9,0.056,0.014,0.5,2913,0.333,20,9,48.55
ZeroNet,201510,10,0.108,0,0.6,34196,0.333,20,10,569.9333333
ZeroNet,201511,11,0.111,0.028,0.528,36248.5,2,20,11,604.1416667
ZeroNet,201512,12,0.063,0.25,0.375,21081,1,20,12,351.35
ZeroNet,201601,13,0.093,0.037,0.667,50622.667,0.75,20,13,843.7111167
ZeroNet,201602,14,0.039,0,0.608,32254,1,20,14,537.5666667
ZeroNet,201603,15,0.101,0.039,0.51,27698.188,0.8,20,15,461.6364667
ZeroNet,201604,16,0.086,0.011,0.377,29020.5,0.667,20,16,483.675
ZeroNet,201605,17,0.118,0,0.51,34861.5,0.4,20,17,581.025
ZeroNet,201606,18,0.333,0,0.667,38423,0.667,20,18,640.3833333
ZeroNet,201607,19,0.167,0,0.833,0,0,20,19,0
ZeroNet,201608,20,0.316,0,0.671,8859,0.5,20,20,147.65
ZeroNet,201609,21,0.084,0.008,0.286,34148.2,1,20,21,569.1366667
ZeroNet,201610,22,0.094,0,0.585,29668,2,20,22,494.4666667
ZeroNet,201611,23,0.026,0.004,0.438,5410.5,1,20,23,90.175
ZeroNet,201612,24,0.067,0.019,0.548,23198.8,0.625,20,24,386.6466667
ZeroNet,201701,25,0.045,0.025,0.433,40844.25,1,20,25,680.7375
ZeroNet,201702,26,0.068,0.021,0.372,57336,0.4,20,26,955.6
ZeroNet,201703,27,0.088,0.013,0.55,40142.667,1.2,20,27,669.04445
ZeroNet,201704,28,0.096,0.027,0.438,33106.667,0.6,20,28,551.7777833
ZeroNet,201705,29,0.084,0.045,0.539,26776.6,1.667,20,29,446.2766667
ZeroNet,201706,30,0.092,0.007,0.399,42364.5,1,20,30,706.075
ZeroNet,201707,31,0.147,0.056,0.448,26178.429,0.538,20,31,436.30715
ZeroNet,201708,32,0.31,0.014,0.576,49322,1,20,32,822.0333333
ZeroNet,201709,33,0.299,0.031,0.567,20023.667,1,20,33,333.7277833
ZeroNet,201710,34,0.073,0.009,0.179,28792.25,0.571,20,34,479.8708333
ZeroNet,201711,35,0.158,0.018,0.474,77792.5,1,20,35,1296.541667
ZeroNet,201712,36,0.272,0,0.435,0,0,20,36,0
